x1,x2,x3,y1
0.7333,0.7333,0,17.20398792
0.8,0.7333,0,17.38072631
0.8667,0.7333,0,17.59305583
0.9333,0.7333,0,17.84057813
1,0.7333,0,18.12403652
0,0.8,0,18.5136
0.0667,0.8,0,18.14720356
0.1333,0.8,0,17.81686756
0.2,0.8,0,17.5216
0.2667,0.8,0,17.26192356
0.3333,0.8,0,17.03814756
0.4,0.8,0,16.8496
0.4667,0.8,0,16.69664356
0.5333,0.8,0,16.57942756
0.6,0.8,0,16.4976
0.6667,0.8,0,16.45136356
0.7333,0.8,0,16.44070756
0.8,0.8,0,16.4656
0.8667,0.8,0,16.52608356
0.9333,0.8,0,16.62198756
1,0.8,0,16.7536
0,0.8667,0,20.62428633
0.0667,0.8667,0,20.06806109
0.1333,0.8667,0,19.54818089
0.2,0.8667,0,19.06308454
0.2667,0.8667,0,18.6135793
0.3333,0.8667,0,18.2002591
0.4,0.8667,0,17.82188274
0.4667,0.8667,0,17.47909751
0.5333,0.8667,0,17.17233731
0.6,0.8667,0,16.90068095
0.6667,0.8667,0,16.66461572
0.7333,0.8667,0,16.46441552
0.8,0.8667,0,16.29947916
0.8667,0.8667,0,16.17013392
0.9333,0.8667,0,16.07649373
1,0.8667,0,16.01827737
0,0.9333,0,24.53971374
0.0667,0.9333,0,23.75604684
0.1333,0.9333,0,23.00906597
0.2,0.9333,0,22.29652795
0.2667,0.9333,0,21.61958104
0.3333,0.9333,0,20.97916018
0.4,0.9333,0,20.37334215
0.4667,0.9333,0,19.80311525
0.5333,0.9333,0,19.26925438
0.6,0.9333,0,18.77015636
0.6667,0.9333,0,18.30664946
0.7333,0.9333,0,17.87934859
0.8,0.9333,0,17.48697057
0.8667,0.9333,0,17.13018367
0.9333,0.9333,0,16.8094428
1,0.9333,0,16.52378478
0,1,0,31
0.0667,1,0,29.95059556
0.1333,1,0,28.93827556
0.2,1,0,27.96
0.2667,1,0,27.01731556
0.3333,1,0,26.11155556
0.4,1,0,25.24
0.4667,1,0,24.40403556
0.5333,1,0,23.60483556
0.6,1,0,22.84
0.6667,1,0,22.11075556
0.7333,1,0,21.41811556
0.8,1,0,20.76
0.8667,1,0,20.13747556
0.9333,1,0,19.55139556
1,1,0,19
0,0,0.0667,31.41019197
0.0667,0,0.0667,30.36078753
0.1333,0,0.0667,29.34846753
0.2,0,0.0667,28.37019197
0.2667,0,0.0667,27.42750753
0.3333,0,0.0667,26.52174753
0.4,0,0.0667,25.65019197
0.4667,0,0.0667,24.81422753
0.5333,0,0.0667,24.01502753
0.6,0,0.0667,23.25019197
0.6667,0,0.0667,22.52094753
0.7333,0,0.0667,21.82830753
0.8,0,0.0667,21.17019197
0.8667,0,0.0667,20.54766753
0.9333,0,0.0667,19.96158753
1,0,0.0667,19.41019197
0,0.0667,0.0667,24.41630571
0.0667,0.0667,0.0667,23.63263881
0.1333,0.0667,0.0667,22.88565794
0.2,0.0667,0.0667,22.17311992
0.2667,0.0667,0.0667,21.49617302
0.3333,0.0667,0.0667,20.85575215
0.4,0.0667,0.0667,20.24993413
0.4667,0.0667,0.0667,19.67970722
0.5333,0.0667,0.0667,19.14584636
0.6,0.0667,0.0667,18.64674833
0.6667,0.0667,0.0667,18.18324143
0.7333,0.0667,0.0667,17.75594056
0.8,0.0667,0.0667,17.36356254
0.8667,0.0667,0.0667,17.00677564
0.9333,0.0667,0.0667,16.68603477
1,0.0667,0.0667,16.40037675
0,0.1333,0.0667,19.9680783
0.0667,0.1333,0.0667,19.41185306
0.1333,0.1333,0.0667,18.89197287
0.2,0.1333,0.0667,18.40687651
0.2667,0.1333,0.0667,17.95737127
0.3333,0.1333,0.0667,17.54405107
0.4,0.1333,0.0667,17.16567472
0.4667,0.1333,0.0667,16.82288948
0.5333,0.1333,0.0667,16.51612928
0.6,0.1333,0.0667,16.24447292
0.6667,0.1333,0.0667,16.00840769
0.7333,0.1333,0.0667,15.80820749
0.8,0.1333,0.0667,15.64327113
0.8667,0.1333,0.0667,15.51392589
0.9333,0.1333,0.0667,15.4202857
1,0.1333,0.0667,15.36206934
0,0.2,0.0667,17.32379197
0.0667,0.2,0.0667,16.95739553
0.1333,0.2,0.0667,16.62705953
0.2,0.2,0.0667,16.33179197
0.2667,0.2,0.0667,16.07211553
0.3333,0.2,0.0667,15.84833953
0.4,0.2,0.0667,15.65979197
0.4667,0.2,0.0667,15.50683553
0.5333,0.2,0.0667,15.38961953
0.6,0.2,0.0667,15.30779197
0.6667,0.2,0.0667,15.26155553
0.7333,0.2,0.0667,15.25089953
0.8,0.2,0.0667,15.27579197
0.8667,0.2,0.0667,15.33627553
0.9333,0.2,0.0667,15.43217953
1,0.2,0.0667,15.56379197
0,0.2667,0.0667,15.88407745
0.0667,0.2667,0.0667,15.66952697
0.1333,0.2667,0.0667,15.49080927
0.2,0.2667,0.0667,15.34738766
0.2667,0.2667,0.0667,15.23955718
0.3333,0.2667,0.0667,15.16739947
0.4,0.2667,0.0667,15.13069787
0.4667,0.2667,0.0667,15.12958738
0.5333,0.2667,0.0667,15.16398968
0.6,0.2667,0.0667,15.23400808
0.6667,0.2667,0.0667,15.33961759
0.7333,0.2667,0.0667,15.48057989
0.8,0.2667,0.0667,15.65731828
0.8667,0.2667,0.0667,15.8696478
0.9333,0.2667,0.0667,16.1171701
1,0.2667,0.0667,16.40062849
0,0.3333,0.0667,15.16352535
0.0667,0.3333,0.0667,15.06269569
0.1333,0.3333,0.0667,14.99752833
0.2,0.3333,0.0667,14.96782756
0.2667,0.3333,0.0667,14.9737179
0.3333,0.3333,0.0667,15.01511054
0.4,0.3333,0.0667,15.09212976
0.4667,0.3333,0.0667,15.20474011
0.5333,0.3333,0.0667,15.35269275
0.6,0.3333,0.0667,15.53643197
0.6667,0.3333,0.0667,15.75576232
0.7333,0.3333,0.0667,16.01027495
0.8,0.3333,0.0667,16.30073418
0.8667,0.3333,0.0667,16.62678453
0.9333,0.3333,0.0667,16.98785716
1,0.3333,0.0667,17.38503639
0,0.4,0.0667,14.79579197
0.0667,0.4,0.0667,14.77089953
0.1333,0.4,0.0667,14.78155553
0.2,0.4,0.0667,14.82779197
0.2667,0.4,0.0667,14.90961953
0.3333,0.4,0.0667,15.02683553
0.4,0.4,0.0667,15.17979197
0.4667,0.4,0.0667,15.36833953
0.5333,0.4,0.0667,15.59211553
0.6,0.4,0.0667,15.85179197
0.6667,0.4,0.0667,16.14705953
0.7333,0.4,0.0667,16.47739553
0.8,0.4,0.0667,16.84379197
0.8667,0.4,0.0667,17.24577953
0.9333,0.4,0.0667,17.68267553
1,0.4,0.0667,18.15579197
0,0.4667,0.0667,14.5392712
0.0667,0.4667,0.0667,14.55233313
0.1333,0.4667,0.0667,14.6008866
0.2,0.4667,0.0667,14.68507741
0.2667,0.4667,0.0667,14.80485934
0.3333,0.4667,0.0667,14.9599728
0.4,0.4667,0.0667,15.15088361
0.4667,0.4667,0.0667,15.37738555
0.5333,0.4667,0.0667,15.63905901
0.6,0.4667,0.0667,15.93668982
0.6667,0.4667,0.0667,16.26991175
0.7333,0.4667,0.0667,16.63814522
0.8,0.4667,0.0667,17.04249603
0.8667,0.4667,0.0667,17.48243796
0.9333,0.4667,0.0667,17.95723143
1,0.4667,0.0667,18.46830224
0,0.5333,0.0667,14.2728712
0.0667,0.5333,0.0667,14.28593313
0.1333,0.5333,0.0667,14.3344866
0.2,0.5333,0.0667,14.41867741
0.2667,0.5333,0.0667,14.53845934
0.3333,0.5333,0.0667,14.6935728
0.4,0.5333,0.0667,14.88448361
0.4667,0.5333,0.0667,15.11098555
0.5333,0.5333,0.0667,15.37265901
0.6,0.5333,0.0667,15.67028982
0.6667,0.5333,0.0667,16.00351175
0.7333,0.5333,0.0667,16.37174522
0.8,0.5333,0.0667,16.77609603
0.8667,0.5333,0.0667,17.21603796
0.9333,0.5333,0.0667,17.69083143
1,0.5333,0.0667,18.20190224
0,0.6,0.0667,13.99579197
0.0667,0.6,0.0667,13.97089953
0.1333,0.6,0.0667,13.98155553
0.2,0.6,0.0667,14.02779197
0.2667,0.6,0.0667,14.10961953
0.3333,0.6,0.0667,14.22683553
0.4,0.6,0.0667,14.37979197
0.4667,0.6,0.0667,14.56833953
0.5333,0.6,0.0667,14.79211553
0.6,0.6,0.0667,15.05179197
0.6667,0.6,0.0667,15.34705953
0.7333,0.6,0.0667,15.67739553
0.8,0.6,0.0667,16.04379197
0.8667,0.6,0.0667,16.44577953
0.9333,0.6,0.0667,16.88267553
1,0.6,0.0667,17.35579197
0,0.6667,0.0667,13.82992535
0.0667,0.6667,0.0667,13.72909569
0.1333,0.6667,0.0667,13.66392833
0.2,0.6667,0.0667,13.63422756
0.2667,0.6667,0.0667,13.6401179
0.3333,0.6667,0.0667,13.68151054
0.4,0.6667,0.0667,13.75852976
0.4667,0.6667,0.0667,13.87114011
0.5333,0.6667,0.0667,14.01909275
0.6,0.6667,0.0667,14.20283197
0.6667,0.6667,0.0667,14.42216232
0.7333,0.6667,0.0667,14.67667495
0.8,0.6667,0.0667,14.96713418
0.8667,0.6667,0.0667,15.29318453
0.9333,0.6667,0.0667,15.65425716
1,0.6667,0.0667,16.05143639
0,0.7333,0.0667,14.01767745
0.0667,0.7333,0.0667,13.80312697
0.1333,0.7333,0.0667,13.62440927
0.2,0.7333,0.0667,13.48098766
0.2667,0.7333,0.0667,13.37315718
0.3333,0.7333,0.0667,13.30099947
0.4,0.7333,0.0667,13.26429787
0.4667,0.7333,0.0667,13.26318738
0.5333,0.7333,0.0667,13.29758968
0.6,0.7333,0.0667,13.36760808
0.6667,0.7333,0.0667,13.47321759
0.7333,0.7333,0.0667,13.61417989
0.8,0.7333,0.0667,13.79091828
0.8667,0.7333,0.0667,14.0032478
0.9333,0.7333,0.0667,14.2507701
1,0.7333,0.0667,14.53422849
0,0.8,0.0667,14.92379197
0.0667,0.8,0.0667,14.55739553
0.1333,0.8,0.0667,14.22705953
0.2,0.8,0.0667,13.93179197
0.2667,0.8,0.0667,13.67211553
0.3333,0.8,0.0667,13.44833953
0.4,0.8,0.0667,13.25979197
0.4667,0.8,0.0667,13.10683553
0.5333,0.8,0.0667,12.98961953
0.6,0.8,0.0667,12.90779197
0.6667,0.8,0.0667,12.86155553
0.7333,0.8,0.0667,12.85089953
0.8,0.8,0.0667,12.87579197
0.8667,0.8,0.0667,12.93627553
0.9333,0.8,0.0667,13.03217953
1,0.8,0.0667,13.16379197
0,0.8667,0.0667,17.0344783
0.0667,0.8667,0.0667,16.47825306
0.1333,0.8667,0.0667,15.95837287
0.2,0.8667,0.0667,15.47327651
0.2667,0.8667,0.0667,15.02377127
0.3333,0.8667,0.0667,14.61045107
0.4,0.8667,0.0667,14.23207472
0.4667,0.8667,0.0667,13.88928948
0.5333,0.8667,0.0667,13.58252928
0.6,0.8667,0.0667,13.31087292
0.6667,0.8667,0.0667,13.07480769
0.7333,0.8667,0.0667,12.87460749
0.8,0.8667,0.0667,12.70967113
0.8667,0.8667,0.0667,12.58032589
0.9333,0.8667,0.0667,12.4866857
1,0.8667,0.0667,12.42846934
0,0.9333,0.0667,20.94990571
0.0667,0.9333,0.0667,20.16623881
0.1333,0.9333,0.0667,19.41925794
0.2,0.9333,0.0667,18.70671992
0.2667,0.9333,0.0667,18.02977302
0.3333,0.9333,0.0667,17.38935215
0.4,0.9333,0.0667,16.78353413
0.4667,0.9333,0.0667,16.21330722
0.5333,0.9333,0.0667,15.67944636
0.6,0.9333,0.0667,15.18034833
0.6667,0.9333,0.0667,14.71684143
0.7333,0.9333,0.0667,14.28954056
0.8,0.9333,0.0667,13.89716254
0.8667,0.9333,0.0667,13.54037564
0.9333,0.9333,0.0667,13.21963477
1,0.9333,0.0667,12.93397675
0,1,0.0667,27.41019197
0.0667,1,0.0667,26.36078753
0.1333,1,0.0667,25.34846753
0.2,1,0.0667,24.37019197
0.2667,1,0.0667,23.42750753
0.3333,1,0.0667,22.52174753
0.4,1,0.0667,21.65019197
0.4667,1,0.0667,20.81422753
0.5333,1,0.0667,20.01502753
0.6,1,0.0667,19.25019197
0.6667,1,0.0667,18.52094753
0.7333,1,0.0667,17.82830753
0.8,1,0.0667,17.17019197
0.8667,1,0.0667,16.54766753
0.9333,1,0.0667,15.96158753
1,1,0.0667,15.41019197
0,0,0.1333,28.16166143
0.0667,0,0.1333,27.11225699
0.1333,0,0.1333,26.09993699
0.2,0,0.1333,25.12166143
0.2667,0,0.1333,24.17897699
0.3333,0,0.1333,23.27321699
0.4,0,0.1333,22.40166143
0.4667,0,0.1333,21.56569699
0.5333,0,0.1333,20.76649699
0.6,0,0.1333,20.00166143
0.6667,0,0.1333,19.27241699
0.7333,0,0.1333,18.57977699
0.8,0,0.1333,17.92166143
0.8667,0,0.1333,17.29913699
0.9333,0,0.1333,16.71305699
1,0,0.1333,16.16166143
0,0.0667,0.1333,21.16777517
0.0667,0.0667,0.1333,20.38410827
0.1333,0.0667,0.1333,19.6371274
0.2,0.0667,0.1333,18.92458938
0.2667,0.0667,0.1333,18.24764247
0.3333,0.0667,0.1333,17.6072216
0.4,0.0667,0.1333,17.00140358
0.4667,0.0667,0.1333,16.43117668
0.5333,0.0667,0.1333,15.89731581
0.6,0.0667,0.1333,15.39821779
0.6667,0.0667,0.1333,14.93471089
0.7333,0.0667,0.1333,14.50741002
0.8,0.0667,0.1333,14.115032
0.8667,0.0667,0.1333,13.7582451
0.9333,0.0667,0.1333,13.43750423
1,0.0667,0.1333,13.15184621
0,0.1333,0.1333,16.71954776
0.0667,0.1333,0.1333,16.16332252
0.1333,0.1333,0.1333,15.64344232
0.2,0.1333,0.1333,15.15834597
0.2667,0.1333,0.1333,14.70884073
0.3333,0.1333,0.1333,14.29552053
0.4,0.1333,0.1333,13.91714417
0.4667,0.1333,0.1333,13.57435894
0.5333,0.1333,0.1333,13.26759874
0.6,0.1333,0.1333,12.99594238
0.6667,0.1333,0.1333,12.75987714
0.7333,0.1333,0.1333,12.55967695
0.8,0.1333,0.1333,12.39474059
0.8667,0.1333,0.1333,12.26539535
0.9333,0.1333,0.1333,12.17175516
1,0.1333,0.1333,12.1135388
0,0.2,0.1333,14.07526143
0.0667,0.2,0.1333,13.70886499
0.1333,0.2,0.1333,13.37852899
0.2,0.2,0.1333,13.08326143
0.2667,0.2,0.1333,12.82358499
0.3333,0.2,0.1333,12.59980899
0.4,0.2,0.1333,12.41126143
0.4667,0.2,0.1333,12.25830499
0.5333,0.2,0.1333,12.14108899
0.6,0.2,0.1333,12.05926143
0.6667,0.2,0.1333,12.01302499
0.7333,0.2,0.1333,12.00236899
0.8,0.2,0.1333,12.02726143
0.8667,0.2,0.1333,12.08774499
0.9333,0.2,0.1333,12.18364899
1,0.2,0.1333,12.31526143
0,0.2667,0.1333,12.63554691
0.0667,0.2667,0.1333,12.42099642
0.1333,0.2667,0.1333,12.24227872
0.2,0.2667,0.1333,12.09885712
0.2667,0.2667,0.1333,11.99102663
0.3333,0.2667,0.1333,11.91886893
0.4,0.2667,0.1333,11.88216733
0.4667,0.2667,0.1333,11.88105684
0.5333,0.2667,0.1333,11.91545914
0.6,0.2667,0.1333,11.98547753
0.6667,0.2667,0.1333,12.09108705
0.7333,0.2667,0.1333,12.23204935
0.8,0.2667,0.1333,12.40878774
0.8667,0.2667,0.1333,12.62111726
0.9333,0.2667,0.1333,12.86863956
1,0.2667,0.1333,13.15209795
0,0.3333,0.1333,11.91499481
0.0667,0.3333,0.1333,11.81416515
0.1333,0.3333,0.1333,11.74899779
0.2,0.3333,0.1333,11.71929701
0.2667,0.3333,0.1333,11.72518736
0.3333,0.3333,0.1333,11.76657999
0.4,0.3333,0.1333,11.84359922
0.4667,0.3333,0.1333,11.95620957
0.5333,0.3333,0.1333,12.1041622
0.6,0.3333,0.1333,12.28790143
0.6667,0.3333,0.1333,12.50723178
0.7333,0.3333,0.1333,12.76174441
0.8,0.3333,0.1333,13.05220364
0.8667,0.3333,0.1333,13.37825398
0.9333,0.3333,0.1333,13.73932662
1,0.3333,0.1333,14.13650585
0,0.4,0.1333,11.54726143
0.0667,0.4,0.1333,11.52236899
0.1333,0.4,0.1333,11.53302499
0.2,0.4,0.1333,11.57926143
0.2667,0.4,0.1333,11.66108899
0.3333,0.4,0.1333,11.77830499
0.4,0.4,0.1333,11.93126143
0.4667,0.4,0.1333,12.11980899
0.5333,0.4,0.1333,12.34358499
0.6,0.4,0.1333,12.60326143
0.6667,0.4,0.1333,12.89852899
0.7333,0.4,0.1333,13.22886499
0.8,0.4,0.1333,13.59526143
0.8667,0.4,0.1333,13.99724899
0.9333,0.4,0.1333,14.43414499
1,0.4,0.1333,14.90726143
0,0.4667,0.1333,11.29074066
0.0667,0.4667,0.1333,11.30380259
0.1333,0.4667,0.1333,11.35235605
0.2,0.4667,0.1333,11.43654686
0.2667,0.4667,0.1333,11.55632879
0.3333,0.4667,0.1333,11.71144226
0.4,0.4667,0.1333,11.90235307
0.4667,0.4667,0.1333,12.128855
0.5333,0.4667,0.1333,12.39052847
0.6,0.4667,0.1333,12.68815928
0.6667,0.4667,0.1333,13.02138121
0.7333,0.4667,0.1333,13.38961468
0.8,0.4667,0.1333,13.79396549
0.8667,0.4667,0.1333,14.23390742
0.9333,0.4667,0.1333,14.70870089
1,0.4667,0.1333,15.2197717
0,0.5333,0.1333,11.02434066
0.0667,0.5333,0.1333,11.03740259
0.1333,0.5333,0.1333,11.08595605
0.2,0.5333,0.1333,11.17014686
0.2667,0.5333,0.1333,11.28992879
0.3333,0.5333,0.1333,11.44504226
0.4,0.5333,0.1333,11.63595307
0.4667,0.5333,0.1333,11.862455
0.5333,0.5333,0.1333,12.12412847
0.6,0.5333,0.1333,12.42175928
0.6667,0.5333,0.1333,12.75498121
0.7333,0.5333,0.1333,13.12321468
0.8,0.5333,0.1333,13.52756549
0.8667,0.5333,0.1333,13.96750742
0.9333,0.5333,0.1333,14.44230089
1,0.5333,0.1333,14.9533717
0,0.6,0.1333,10.74726143
0.0667,0.6,0.1333,10.72236899
0.1333,0.6,0.1333,10.73302499
0.2,0.6,0.1333,10.77926143
0.2667,0.6,0.1333,10.86108899
0.3333,0.6,0.1333,10.97830499
0.4,0.6,0.1333,11.13126143
0.4667,0.6,0.1333,11.31980899
0.5333,0.6,0.1333,11.54358499
0.6,0.6,0.1333,11.80326143
0.6667,0.6,0.1333,12.09852899
0.7333,0.6,0.1333,12.42886499
0.8,0.6,0.1333,12.79526143
0.8667,0.6,0.1333,13.19724899
0.9333,0.6,0.1333,13.63414499
1,0.6,0.1333,14.10726143
0,0.6667,0.1333,10.58139481
0.0667,0.6667,0.1333,10.48056515
0.1333,0.6667,0.1333,10.41539779
0.2,0.6667,0.1333,10.38569701
0.2667,0.6667,0.1333,10.39158736
0.3333,0.6667,0.1333,10.43297999
0.4,0.6667,0.1333,10.50999922
0.4667,0.6667,0.1333,10.62260957
0.5333,0.6667,0.1333,10.7705622
0.6,0.6667,0.1333,10.95430143
0.6667,0.6667,0.1333,11.17363178
0.7333,0.6667,0.1333,11.42814441
0.8,0.6667,0.1333,11.71860364
0.8667,0.6667,0.1333,12.04465398
0.9333,0.6667,0.1333,12.40572662
1,0.6667,0.1333,12.80290585
0,0.7333,0.1333,10.76914691
0.0667,0.7333,0.1333,10.55459642
0.1333,0.7333,0.1333,10.37587872
0.2,0.7333,0.1333,10.23245712
0.2667,0.7333,0.1333,10.12462663
0.3333,0.7333,0.1333,10.05246893
0.4,0.7333,0.1333,10.01576733
0.4667,0.7333,0.1333,10.01465684
0.5333,0.7333,0.1333,10.04905914
0.6,0.7333,0.1333,10.11907753
0.6667,0.7333,0.1333,10.22468705
0.7333,0.7333,0.1333,10.36564935
0.8,0.7333,0.1333,10.54238774
0.8667,0.7333,0.1333,10.75471726
0.9333,0.7333,0.1333,11.00223956
1,0.7333,0.1333,11.28569795
0,0.8,0.1333,11.67526143
0.0667,0.8,0.1333,11.30886499
0.1333,0.8,0.1333,10.97852899
0.2,0.8,0.1333,10.68326143
0.2667,0.8,0.1333,10.42358499
0.3333,0.8,0.1333,10.19980899
0.4,0.8,0.1333,10.01126143
0.4667,0.8,0.1333,9.858304989
0.5333,0.8,0.1333,9.741088989
0.6,0.8,0.1333,9.659261429
0.6667,0.8,0.1333,9.613024989
0.7333,0.8,0.1333,9.602368989
0.8,0.8,0.1333,9.627261429
0.8667,0.8,0.1333,9.687744989
0.9333,0.8,0.1333,9.783648989
1,0.8,0.1333,9.915261429
0,0.8667,0.1333,13.78594776
0.0667,0.8667,0.1333,13.22972252
0.1333,0.8667,0.1333,12.70984232
0.2,0.8667,0.1333,12.22474597
0.2667,0.8667,0.1333,11.77524073
0.3333,0.8667,0.1333,11.36192053
0.4,0.8667,0.1333,10.98354417
0.4667,0.8667,0.1333,10.64075894
0.5333,0.8667,0.1333,10.33399874
0.6,0.8667,0.1333,10.06234238
0.6667,0.8667,0.1333,9.826277144
0.7333,0.8667,0.1333,9.626076947
0.8,0.8667,0.1333,9.46114059
0.8667,0.8667,0.1333,9.331795352
0.9333,0.8667,0.1333,9.238155155
1,0.8667,0.1333,9.179938798
0,0.9333,0.1333,17.70137517
0.0667,0.9333,0.1333,16.91770827
0.1333,0.9333,0.1333,16.1707274
0.2,0.9333,0.1333,15.45818938
0.2667,0.9333,0.1333,14.78124247
0.3333,0.9333,0.1333,14.1408216
0.4,0.9333,0.1333,13.53500358
0.4667,0.9333,0.1333,12.96477668
0.5333,0.9333,0.1333,12.43091581
0.6,0.9333,0.1333,11.93181779
0.6667,0.9333,0.1333,11.46831089
